molecule,fruity odor
[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2],false
[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2],false
[O-]S(=O)(=O)[O-].[Ca+2],false
[O-]I(=O)=O.[O-]I(=O)=O.[Ca+2],false
[O-]P(=O)([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2],false
CC(C)(C)C1=C(C=CC(=C1)O)OC.CC(C)(C)C1=C(C=CC(=C1)OC)O,false
CC1=CCCC(C1C=CC(=O)C)(C)C,false
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,false
COC1=CC=CC(=C1O)CC(CS(=O)(=O)[O-])OC2=C(C=C(C=C2)CCCS(=O)(=O)[O-])OC.[Ca+2],false
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,false
CCCCOCC(C)OCC(C)O,false
CCCCCCCCCCCCCCCCCC(=O)OCCO,false
C(C1[C@@H]2C(C([C@H](O1)O[C@@H]3C(O[C@@H](C(C3O)O)O[C@@H]4C(O[C@@H](C(C4O)O)O[C@@H]5C(O[C@@H](C(C5O)O)O[C@@H]6C(O[C@@H](C(C6O)O)O[C@@H]7C(O[C@H](O2)C(C7O)O)CO)CO)CO)CO)CO)O)O)O,false
[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],false
O.O.[O-]S(=O)(=O)[O-].[Ca+2],false
[O-]S(=O)[O-].[K+].[K+],false
C1=CC=C(C(=C1)C(=O)O)O.C(CO)N(CCO)CCO,false
CC(COC(=O)C)C1=CC=CC=C1,false
CC(=O)OC1CCC2CCCCC2C1,true
C1CCC2CC(CCC2C1)OC=O,false
[NH4+].[SH-],false
[NH4+].[Cl-],false
CCCCCCC#CC(OC)OC,false
O=[Ti]=O,false
CCC(=O)C1=CC=CS1,false
CC(C)C1=CC=C(C=C1)C#N,false
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,false
CC1=C(C(CCC1)(C)C)C=CC(=O)C,false
CC1=CCC(CC1)(C(C)CCC=C(C)C)O,false
CCCCCCOC(=O)C(=CC)C,false
CC(=C)[C@H]1CC[C@@]2(CCCC(=C)[C@H]2C1)C,false
CCC=C1C2=CC=CC=C2C(=O)O1,false
CC1(C2CCC1C(=C)C2)C,false
CC1=CC(=O)C2CC1C2(C)C,false
CCCCCCCCCCCCCCC(=O)C,true
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,false
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],false
CCCCCC(=CC1=CC=CC=C1)C=O,true
CC(C)CCOCC1=CC=CC=C1,true
CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],false
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,false
CC(=CCCC(=C)C=C)C,false
CCC(=O)OC(=O)CC,false
C1CCNC1,false
CCCCCCCC#N,false
C1=CC(=CC=C1O)S(=O)(=O)[O-].C1=CC(=CC=C1O)S(=O)(=O)[O-].[Zn+2],false
CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,false
CC1C(=NC(O1)C)C,false
CC=CC(=O)C1=C(CCCC1(C)C)C,true
CC1CCC2=NC=CN=C12,false
C(CO)COCCCO,false
CC1=CC=CC=C1C(=O)OC,false
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,false
CCCCCCC=CC,false
CCC1C(=O)C(=C(O1)C)O,false
CC(C)CC1=NC=CN=C1,true
CCC1=CN=CC(=N1)C=C,false
CC(C)CC=C(CO)C(C)C,false
CC(C)CC=C(COC(=O)C)C(C)C,false
CC1CSCS1,false
C1CCCCCC(=O)OCCOC(=O)CCCC1,false
CCCC[C@@H]1[C@@H](CC(=O)O1)C,false
C1CCC(CC1)C2CCC(=O)CC2,false
CCC=CCC=CCCO,false
CC=CC(=O)C1C(C=CCC1(C)C)C,true
CC(=CCC(=O)C1=COC=C1)C,false
CCCC(=O)C(CC)SC1=C(OC=C1)C,false
CCC(=CCCC(C)(C=C)OC(=O)C)C,true
CC1=CC2C(C2(C)C)CC1C(=O)C,false
C[C@@H]1CC[C@@H]([C@H](C1)O)C(C)C,false
CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C,true
CC(=CCCC(=CC1OCCO1)C)C,false
CCOCCC(C)CCC=C(C)C,false
CC(CC(=O)OCC=C)CC(C)(C)C,true
C([C@@H](C(=O)O)N)S.Cl,false
CCOC1=C(C=C(C=C1)C=CC)O,false
CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C,true
CC(C)C(=O)C=CC1=CC=C(C=C1)OC,true
CCC(=O)C=CC1=C(CCCC1(C)C)C,false
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C,false
CC=CCCCCCCCC=O,false
CC=CC(=O)OCC(C)C,true
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3,false
CCCOC(=O)C=CC1=CC=CO1,true
CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C,true
C=CC=CC=O,true
CC1=CCC(C1(C)C)CCOC(=O)C,false
CC(=CC1=CC=CC=C1)C(=O)C,true
CCCCCCOC(=O)CCC1=CC=CC=C1,true
CC(C)CC1=CC=CC=N1,false
CCCCCC(=CC1=CC=CC=C1)COC(=O)CC(C)C,true
CC(C)CC(=O)O.N,true
CCCCCCCCCCCCCCCCO.CC1CO1.C1CO1,false
CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C,false
CCCCCC=CCC(=O)OC,true
CCCCC(CC)CCC(=O)O,false
CCCCCCC=CCO,false
CCC(C)C(C)C=O,false
CC=CC(C)C(=O)O,false
CCCCCC(C)CCC(=O)O,false
CCCC(CCOC(=O)C)SC,false
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N,false
CCCCC(C)CCC(=O)O,false
CC1=CC(=C(O1)C)SC(=O)C2=CC=CO2,false
CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C.CC(C(=O)O)O,false
CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,false
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C(C)O)C(C)C,false
C1=CC=C2C=C(C=CC2=C1)OC(=O)C3=CC=CC=C3N,true
CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO,false
CCC(C)(C)C1CCCCC1OC(=O)C,false
CO[C@H]1C(C(C([C@H](O1)COCCO)OCCO)OCCO)OCCO,false
CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],false
CC(C1=CC=CC=C1)OC(=O)C,true
CC1CCC2=C(C1)C(=CO2)C,false
CC(C)C12CCC(C1C2)(C)O,false
CCC=CCC1C(CCC1=O)CC(=O)OC,false
CC(C)[C@@H]1CC[C@@]2([C@H]1[C@@H]3[C@H]2CCC3=C)C,false
C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Ca+2],false
[O-]P(=O)([O-])[O-].[K+].[K+].[K+],false
CC(C)CCOC(=O)C=CC1=CC=CC=C1,true
CCCCCCCCCCCCCCCCCCOCC(C)O,false
CC(=CCCC(C)(C#C)O)C,false
CCNC(=O)C1CC(CCC1C(C)C)C,false
CC=C(CSC)C=O,false
CCCCCCCCCCCCCC#N,false
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,false
C[C@H](C(=O)NC1C(SC1(C)C)(C)C)NC(=O)[C@H](CC(=O)O)N,false
CC(CC1=CC=C(C=C1)C(C)(C)C)C=NC2=CC=CC=C2C(=O)OC,false
CC1=CC=C(C=C1)CCC=O,false
CC(CC1=CC=C(C=C1)OC)C=O,false
CC(C)(C)C1=CC=C(C=C1)CCC=O,false
CCC(C)C(=O)SC,true
CC(C)C(C)(C(C)C)C(=O)NC,false
CC1CCC2(O1)C(CCCC2(C)O)(C)C,false
CCCCC(=O)C1=CC=CC=C1,false
C1CCC(=C(C#N)C2=CC=CC=C2)CC1,false
C=CCOC(=O)C1=CC=CC=C1O,true
CCCCOC1=CC=C(C=C1)C,false
CCCCCC#CC(=O)OCC,false
CCCCCCCCCC(C)CO,false
CC(=O)OCC1=CC=C(O1)C=O,false
CC(=O)OCC(COC(=O)C)O,false
CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-],false
CCC(=O)C1=CC=C(C=C1)OC,false
C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2,false
CC(=CCC[C@@](C)(C=C)O)C,false
CC(C)C1=CC2=C(C=C1)N=CC=C2,false
CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,false
CC1=CC(=CC=C1)OC(=O)C,false
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-],false
CC(=CCCC1=COC=C1)C,false
CCOCC(=O)O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C,false
CCCC1=CC(=CC=C1)O,false
CCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCC,false
C1CC2=CC=CC=C2NC1,false
C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2,false
C1CCC2=C(C1)CCC(=O)O2,false
CC1(COC2(CCCCC2)OC1)C,false
CC(=O)C1=CC2=C(CCCC2)C=C1,false
COC1=CC=C(C=C1)C#N,false
COC1=CCCCC1,false
COC1(CCCCCCCCCCC1)OC,false
CCCCCCCC(=O)N(CC)CC,true
COC1CCC2=CC=CC=C12,false
C=CCC1=CC(=C(C=C1)O)O,false
C1CCC(CC1)CCCOC=O,false
C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,false
C1=COC(=C1)CC2=CC=CO2,false
C[C@H](C(=O)O)N,false
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.O.[Na+].[Na+].[Na+],false
C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,false
CCCCCCCC1=CC=CC=N1,false
C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,false
CC(C)C1=CC=NC2=CC=CC=C12,false
CC(C)CC1=CC=NC2=CC=CC=C12,false
CC(C)C1=CC=CC(=C1)CC=O,false
COC(=O)CC(CC(=O)OC)(C(=O)OC)O,true
CCCCCCC1OCCO1,true
C1CCCCOCCCCCCOC(=O)CCC1,true
CC1=CC(=CC=C1)CCO,false
CCCCCCCCCC#N,false
CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C,false
CC(C)(C)C(=O)OCC1=CC=CC=C1,false
CCCCCCCCCCCCCCCCCCOCCO,false
CCCCCCCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCCCCCCC,false
CC(=O)OC(=C)C1=CC=CC=C1,false
CCCCCC(=O)SC,true
C1CCCCCCCC(=O)CCCCCCC1,false
CCOC1=C(C=CC(=C1)C)O,false
CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,false
COC1CCCCCCCCCCC1,false
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,false
C(C[C@@H](C(=O)O)N)CN.Cl,false
CCCCCCCC[C@@H]1[C@@H](O1)CCCCCCCCCCCC(=O)O,false
C1CCCCCCCCC(=O)CCCCCCC1,false
CCOC(=O)C1=CC(=C(C=C1)O)O,false
CC1=CC=CC=C1OC2=CC=CC=C2,false
CCCC[C@@H](CC)C(=O)O,false
CCCCCCCC1OCCO1,false
C=CCCCCCC=C,false
CCC(=O)CC(C)(C)C1=CC=CC=C1,false
CC(=O)CC(C)(C)C1CCCCC1,false
C1CCCCCC(=O)OCCC=CCCCC1,false
CC(=C)C(=O)OCC[N+](C)(C)C.[Cl-],false
CC(=O)OC1(CCCCC1)C#C,false
CCCCCCCCCCCCOCCOCCOCCOCCO,false
C1C2CC(C1C=C2)C(=O)O,true
CC1=CC(=O)C(CC1)C(=C)C,true
CC=C(C)C(=O)C,false
CCCCCCCCCCCCCC(=O)OCC(CO)O,false
CC(=O)OCC1C(C(C(C(O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,false
CCCCOCCC1=CC=CC=C1,false
CCCC(=O)C1=CC=CS1,false
CC(CO)C1CCCCC1,false
CCCCCCCCCOC(=O)C1=CC=CC=C1,false
CCCCCCC(=O)OCC1=CC=CC=C1,true
CCC1=CC(=C(C=C1)OC)OC,false
CCCCCC[C@@H](C)O,false
C1=CC=C(C=C1)CC[N+](=O)[O-],false
COC1=CC=C(C=C1)CS,false
CCCCOC(=O)C1CCCCC1,false
CC1=CC=C(C=C1)OCCOC(=O)C,true
CC(=O)OCCCCCOC(=O)C,true
CC(=CCCC(=CCOC(CC1=CC=CC=C1)OCC=C(C)CCC=C(C)C)C)C,false
CCC(=O)OC(C)(CCC=C(C)CCC=C(C)C)C=C,false
CCCCCCCOC(=O)C1=CC=CC=C1,false
CCSCCC(=O)O,false
CC(=O)OCCC(=C)C1=CC=CC=C1,false
CC1=CC[C@@H]2C[C@H]1C2(C)C,false
C1CC(=O)C(=C1)O,false
CCCCCCCCC#CC(=O)OCC,false
CC(C)(CC1=CC=CC=C1)CO,false
CC(=O)C(=O)C1=CC=CS1,false
CC(C)C1CCC(CC1)CO,false
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(CS(=O)(=O)[O-])O,false
C=CCOCCC1=CC=CC=C1,true
CCCCCCCCCCCC1=NCC[N+]1(CCOCC(=O)[O-])CC(=O)[O-].[OH-].[Na+].[Na+],false
CC=CC1=C(C=CC(=C1)C(C)C)C,false
CCCCCCCC(=O)CCC,true
COC1=CC=C(C=C1)C=NC2=CC=CC=C2C(=O)OC,false
CC[C@@H](C)O,true
CC1=CC=C(C=C1)OCCO,false
CCCCC1=NC=CN=C1C,false
CC1=C[C@@H]([C@@H](CC1)C(C)C)O,false
CC1=C[C@@H]([C@H](CC1)C(C)C)O,false
CCCCCCCCOC(=O)CC(=O)OCCCCCCCC,false
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)O)O)O)O)O)O,false
CC(=O)OC1CC2CC1C3C2CCC3,true
CCCCC(=O)OC(C)(C)C1CCC(=CC1)C,true
CCOC(=O)C1CCC=CC1,true
CC1=CCC(C1(C)C)CC#N,false
CC1=CCC(CC1)C(C)CCO,false
CC(CC=O)C1=CC=CC=C1,false
CC=CC=CCOC(=O)C(C)C,true
CCCC(=O)OCC=CC=CC,true
CC1=C(C2(CC1CC2CO)C(=C)C)C,false
CC(CC=O)C1=CC(=CC=C1)C(=C)C,false
CC(C)C1=CC(=CC=C1)C(C)CC=O,false
CCC1(C(C(=CC(=O)C1C)C)C)C,true
CC1=CCC(CC1)C(=CCC=C(C)C)C,false
CCCCCCC1CCOC1=O,true
CC(C)CCCC(C)(C=C)O,false
CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C)C,false
CCCCCCCC=CCOC(=O)C,false
CCCCCCOCC(OC)OC,true
C1C2COCOC2C3=CC=CC=C31,false
CC(C)OC(=O)C1=CC=CC=C1N,false
CCCCCCCCCCOC(=O)C1=CC=CC=C1N,false
CCCC1=NC(=CN=C1C)C,false
CC1=C[C@@H]([C@H]2C[C@@H]1C2(C)C)O,false
CC1=CC=CC=C1CCO,false
CC1([C@H]2CC=C([C@@H]1C2)CO)C,false
CC1([C@@H]2C[C@H]1C(=C)[C@H](C2)O)C,false
CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C,true
CC(C)(C)C1CCC(CC1)C=O,false
CC1=CC=C(C=C1)CC(C)(C)O,false
CC(C)(C)C1=C(C=CC(=C1)OC)OC,false
CC(=CCCC1=CCC(CC1)C#N)C,false
CCCCCCCC(=CC1=CC=CC=C1)C=O,true
CC(CCC=C(C)C)CCOC(=O)C=C(C)C,false
CCC(C)(CCCC(C)C)OC(=O)C,false
CC(C)C1CCC(CC1)(C)O,false
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,true
CC1(CCCC23C1CC(CC2)(C(=O)O3)C)C,false
CC1CC(=O)C(=C1C)O,false
CC(CCC=C(C)C)CC=NO,false
CC(=O)C1=CC(CCC1)(C)C,false
CC1=CC(=C(C=C1)O)C(=O)OC,true
CCO[C@@H]1C[C@@H](CC(C1)(C)C)C,false
CC1=C(C(CCC1)(C)C)C=CC(C)OC(=O)C,false
CCCCCCCCCC=CCO,false
CC(CC(C)(C)C)C(=C)C=O,false
CC(CCC=C(C)C)C(=C)C=O,false
CCC(C)CC(=NO)CC,false
CC(CCC(C(=C)C)O)CCO,false
CC1CCC(C=C2C1CCC2C)C(=C)C,false
CCCCCCCCCCC=CC#N,false
CCOCCC(C)CCCC(C)C,false
CCCCCCCCOC(=O)C=CC,true
CC1C(OC(C(O1)(C)O)C)(C)O,false
CC1(CCC(=O)C2C13CCC(C3)C2(C)C)C,false
CC(CCC=C(C)CCC=C(C)C)C=O,false
CC(CCC=C(C)CCC=C(C)C)CO,false
CCCCC1C=C(CC(O1)C)C,false
CC1=CC(=O)C2(C1C2)C(C)C,false
CC1=CCC2C(C1)CC(CC=C2C)(C)C,false
CC(C1CCCC(C1)(C)C)OC=O,true
CC(C1CCCC(C1)(C)C)O,false
CC(C1CCCC(C1)(C)C)OC(=O)C,true
CCOC(C=CC1=CC=CC=C1)OCC,false
CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,false
C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C,false
C[C@]12CCCC(=C)[C@@H]1C[C@@H](CC2)C(C)(C)O,false
CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,false
CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,false
CC1(C2CCC1(CC2)C)C,false
CC1=CC=C(C=C1)C(C)CCC=C(C)C,false
CC1([C@@H]2CC[C@@H](C2)C1=C)C,false
C[C@@]1(CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C)O,true
C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,false
CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C,false
CC(=C[C@H](CC(=C)C=C)O)C,false
CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,false
CC(CC1=CC=CC=C1)C(C)O,false
CC1(CCC=C(C1)C(=O)CCC=C)C,true
CC1CCC(C(=O)C1)C(C)(C)SC(=O)C,false
CC1(CCOC2(C1)CCCCC2)O,false
CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,false
CCC(CC1=CC=CC=C1)O,false
CC(=CCCC(=CCCC(=CCCC(C)(C=C)O)C)C)C,false
CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,false
CC1(C2CCC(C2)C1=O)C,false
CCCCCCCCC=CCCCCCCCCOCCO.OP(=O)(O)O,false
CSCCCCC#N,false
CCCC=CC(OCC)OCC,true
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCCNC(=O)C(=O)NCCOC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,true
CCCCC1=C(SC=N1)C,false
CC1(CCCC2(C1CCC34C2CCC(O3)(OC4)C)C)C,false
CCCCCC=CCCC(=O)O,true
CCC1=CCCC(C1C(=O)OCC)(C)C,true
CC1(CC2C1CCC3(CCCC2(C3)OC=O)C)C,false
CCC=CCCCCCCC=O,false
CC1(C2CCC(C2)C1=CCO)C,false
CC(=CCC(CO)C(=C)C)C,false
CCOCOC1CCCCCCCCCCC1,false
C1=CC=C(C=C1)CC(C2=CC=CC=C2)O,false
CC(CC1=CC=CC=C1)O,false
CCC(C)SSC(C)CC,false
CCCCC(CO)O,false
CC(=CCCC(=CCCC(=CCOC(=O)C)C)C)C,false
CC1C2(O1)CC3CC2C4C3CC=C(C4)C,true
CCCCC1OC(CC(O1)(C)C)C,false
CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C,false
CC(=CCC1C(O1)(C)C)C=C,false
C1=CC=C(C=C1)CC(=O)OCC2=CC=CO2,false
CC(=O)OCC(C1=CC=CC=C1)OC(=O)C,false
COC1=CC2=C(C=C1CC=C)OCO2,false
CC1=CC=C(C=C1)CCO,false
CCCCCCC1OCCC(O1)C,false
CCOC(C)OC1=CC=CC=C1,false
CC(C=O)C1CCCCC1,true
CC(=CCCC1=CCC(CC1)(C)C=O)C,false
CC1CC(OC(O1)C2=CC=CC=C2)(C)C,false
CC1=CC(=C(C=C1O)C(C)C)O,false
CC(C)C1C(COCO1)(C)C,false
CCCCC(C#N)C1=CC=CC=C1,false
CC1CCOC2(O1)CCCCC2,false
CC1CC(CC(=C1)C)C=O,false
CC=CC(=O)OCC1=CC=CC=C1,false
CCCC(=O)OC1CC2CCC1(C2(C)C)C,false
CC1=C(C(CCC1)(C)C)C=C(C)C(=O)C,false
CC(C)C(=O)OC(C)(CCC=C(C)CCC=C(C)C)C=C,true
C1CC2CC1C3C2CC(C3)CO,false
CCC(C)CCCO,false
CC(=O)OC[C@@H]1[C@H](C([C@H]([C@@H](O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,false
CCOC(=O)CC(C1=CC=CC=C1)O,true
CC(CC(C)(C)C1=CC=CC=C1)O,false
CC(=CC(C(C)(C)C=C)O)C,false
CC(=O)OCC1CCC(C23C14C2CC(C3)C4(C)C)(C)C,false
CC1(CCC(C23C14C2CC(C4)C3(C)C)CO)C,false
CC1(CCC(C23C14C2CC(C4)C3(C)C)COC=O)C,false
CCCCCC1CC(=O)C=C(C1C(=O)OCC)C,false
CC(C)CCCCCCCCCCOC(=O)CC(C)CC(C)(C)C,false
CCCCCCCCC(=O)OCC(CC)CCCC,false
CCCCCCCOC(=O)CC1=CC=CC=C1,false
C=CCCC(=O)C1=CC=CC=C1,false
CC(C)C1=CC=C(C=C1)CC(C)C=NC2=CC=CC=C2C(=O)OC,false
CC1(C2CCC(C2)C1(C)O)C,false
CC(=CCCC1=CCC(CC1)C(=C)CCC=C(C)C)C,false
CC(=CCCC(=CCCC=O)C)C,false
C[C@@H]1C[C@@H](CC(C1)(C)C)O,false
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CC[C@H](C4)O)C,false
C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)COC(=O)C,false
CC1CCC2C(O2)(CCC3C1CC3(C)C)C,false
CC(C)(C)C1CCCCC1=O,false
CC1COCC2=CC3=C(C=C12)C(CCC3(C)C)(C)C,false
CC1CC(CCC1=O)(C)C,false
C=CCOC1CC2CC1C3C2CC=C3,true
CCCCCCCC1CCCO1,false
CC(=CCC1CCCC1=O)C,false
CCCCCCCCC(CC)C(=O)O,false
CC1C2CC(C1(C)C)CC2C3CCCC(C3)O,false
CC1=CCC(C1(C)C)CCC(C)C(C)O,false
CC1CCC2(C(=CCCC2(C1OC=O)C)C)C,false
CC(=CCCC(=CCOCC=O)C)C,false
CCOC(C)C=CC1=C(CCCC1(C)C)C,true
CCC(C)C1=CC2=C(C=C1)N=CC=C2,false
CCCCCC1(CCC(C1=O)(C)C)C,true
CC1=C(C(CCC1)(C)C)C=C(C)C(C)O,false
CCCCC(C(=O)OCC)O,true
CC1=CCCC(C1C=CC(C)OC(=O)C)(C)C,false
CC(=CCCC1=CCCC(C1)(C)C=O)C,false
CC(=CCCC1=CCCC(C1)C=O)C,true
CC1CC(OC(O1)C2=CC(=C(C=C2)O)OC)(C)C,false
CCOC1=C(C=CC(=C1)C2OC(CC(O2)(C)C)C)O,false
COC1CC2CC1C3C2CC=C3,true
CC(CCC1=CC=CC=C1)CC#N,false
CC(C)CCCCC=O,false
CC(C)CCC1(OCC=CCO1)C,false
CC(=O)OCC1=CC(=C(C=C1)OC)OC,false
CC1=CN=C(C(=N1)C(=O)C)C,false
CCC1=CC=CC=C1CC(C)(C)C=O,false
COC(=O)C1=CC=CC=C1N=CCC2=CC=CC=C2,false
CCCCCCCC=NC1=CC=CC=C1C(=O)OC,false
CC(=CCCC(=CC=NC1=CC=CC=C1C(=O)OC)C)C,true
CCOC(=O)OC1CCCCC1C(C)(C)C,false
CC1=CCC2C(CC2(C)C)C(=C)CCC1OC(=O)C,false
CCOC1=NC=C(N=C1)C,false
CC1=CC=C(C=C1)OCC=O,false
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC,false
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C,true
CC(C)OCCC1=CC=CC=C1,false
CCCCCCCCC=CCC=O,false
CC(C1C2CCC(C2)C1(C)C)O,false
CC1C2CC(C1(C)C)CC2C3CCC(CC3)O,false
CC1(C2CCC1(C(C2)C3CCC(CC3)O)C)C,false
CC(C)CCCC1=CCC(CC1)(C)C=O,false
CC1CC(CC(=C1)C)C#N,false
CC(C)C12CCC(C=C1)(C(C2)C(=O)OC)C,false
CCOC1CC(CC(C1)(C)C)C,true
CCOC(C1CC2CC1C3C2CC=C3)OCC,true
CCCC(=O)OCC(=CCCC1(C2CC3C1(C3C2)C)C)C,true
CC1C=C(CC(C1C)C=O)C,false
CC1CCC(C(C1)C(C)(C)C)O,false
CC(C)(CCCC1=CCC(CC1)C=NC2=CC=CC=C2C(=O)OC)O,false
CC1CC(CC(=C1)C)CO,false
CC1C=C(CCC1CO)C,false
CC(C)C(=O)OC1CC2CC1C3C2CC=C3,true
CC1CCC(C(C1)C)COC(=O)C,false
CC1CC(CC(=C1)C)COC(=O)C,false
CC(=O)OC(C)(C)C1CCC(O1)(C)C=C,true
CCCCC1(CCC(=O)OC1)CC,false
CCCCCCC(CO)C(=O)C,false
CC(=O)C1(CC(=O)C(O1)(C)SCC2=CC=CO2)C,false
CC1=CC2CC(C1CC2C(C)C)C=O,false
CC(CCC=C(C)C)CC=NC1=CC=CC=C1C(=O)OC,false
CC(C)CCCC(C)CCOC(=O)CC1=CC=CC=C1,false
CC(C)C(=O)OC1CCC2CCCCC2C1,true
CC12CCCC3(C1(CCC4C3(O4)C)C)CC2,false
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C,false
CC1(CCC2C3(C14CCC(C4)C3(C)C)O2)C,false
CC(CCC=C(C)C)CCOC(C)OC,false
CC(C)C(=O)OC1CC2CC1C3C2C=CC3,false
CC(C)(C)C(=O)OC1CC2CC1C3C2C=CC3,true
CC=CC(=O)OC(C)C1CCCCC1,true
CC=CC(=O)OC1CCCC1C2CCCC2,true
CC(CC(C)(C)C1=CC=CC=C1)OC(=O)C,false
CC(=CCCC1=CCCC(C1)C#N)C,false
CC(C)C1C(COC(O1)C(C)C)(C)C,true
CC1(CCCC2(C1CCC3(C2CCO3)C)C)C,false
CC(=O)OC1C(C2CCC1(C2)C)(C)C,false
